COMID,ACC_BEDPERM_1,ACC_BEDPERM_2,ACC_BEDPERM_3,ACC_BEDPERM_4,ACC_BEDPERM_5,ACC_BEDPERM_6,ACC_BEDPERM_7,CAT_BEDPERM_1,CAT_BEDPERM_2,CAT_BEDPERM_3,CAT_BEDPERM_4,CAT_BEDPERM_5,CAT_BEDPERM_6,CAT_BEDPERM_7,TOT_BEDPERM_1,TOT_BEDPERM_2,TOT_BEDPERM_3,TOT_BEDPERM_4,TOT_BEDPERM_5,TOT_BEDPERM_6,TOT_BEDPERM_7,ACC_BUSHREED1,ACC_BUSHREED2,ACC_BUSHREED3,ACC_BUSHREED4,ACC_BUSHREED5,ACC_BUSHREED6,ACC_BUSHREED8,ACC_BUSHREED9,ACC_BUSHREED10,CAT_BUSHREED1,CAT_BUSHREED2,CAT_BUSHREED3,CAT_BUSHREED4,CAT_BUSHREED5,CAT_BUSHREED6,CAT_BUSHREED8,CAT_BUSHREED9,CAT_BUSHREED10,TOT_BUSHREED1,TOT_BUSHREED2,TOT_BUSHREED3,TOT_BUSHREED4,TOT_BUSHREED5,TOT_BUSHREED6,TOT_BUSHREED8,TOT_BUSHREED9,TOT_BUSHREED10,ACC_HUNT1,ACC_HUNT2,ACC_HUNT3,ACC_HUNT4,ACC_HUNT5,ACC_HUNT6,ACC_HUNT7,ACC_HUNT8,ACC_HUNT9,ACC_HUNT10,ACC_HUNT11,ACC_HUNT12,ACC_HUNT13,ACC_HUNT14,ACC_HUNT15,ACC_HUNT16,ACC_HUNT17,ACC_HUNT18,ACC_HUNT19,ACC_HUNT20,ACC_HUNT21,ACC_HUNT22,ACC_HUNT23,ACC_HUNT24,ACC_HUNT25,ACC_HUNT26,ACC_HUNT27,ACC_HUNT28,ACC_HUNT29,ACC_HUNT30,ACC_HUNT31,ACC_HUNT32,ACC_HUNT33,ACC_HUNT34,ACC_HUNT35,ACC_HUNT36,ACC_HUNT37,ACC_HUNT38,ACC_HUNT39,ACC_HUNT40,ACC_HUNT41,ACC_HUNT42,ACC_HUNT43,ACC_HUNT44,ACC_HUNT45,CAT_HUNT1,CAT_HUNT2,CAT_HUNT3,CAT_HUNT4,CAT_HUNT5,CAT_HUNT6,CAT_HUNT7,CAT_HUNT8,CAT_HUNT9,CAT_HUNT10,CAT_HUNT11,CAT_HUNT12,CAT_HUNT13,CAT_HUNT14,CAT_HUNT15,CAT_HUNT16,CAT_HUNT17,CAT_HUNT18,CAT_HUNT19,CAT_HUNT20,CAT_HUNT21,CAT_HUNT22,CAT_HUNT23,CAT_HUNT24,CAT_HUNT25,CAT_HUNT26,CAT_HUNT27,CAT_HUNT28,CAT_HUNT29,CAT_HUNT30,CAT_HUNT31,CAT_HUNT32,CAT_HUNT33,CAT_HUNT34,CAT_HUNT35,CAT_HUNT36,CAT_HUNT37,CAT_HUNT38,CAT_HUNT39,CAT_HUNT40,CAT_HUNT41,CAT_HUNT42,CAT_HUNT43,CAT_HUNT44,CAT_HUNT45,TOT_HUNT1,TOT_HUNT2,TOT_HUNT3,TOT_HUNT4,TOT_HUNT5,TOT_HUNT6,TOT_HUNT7,TOT_HUNT8,TOT_HUNT9,TOT_HUNT10,TOT_HUNT11,TOT_HUNT12,TOT_HUNT13,TOT_HUNT14,TOT_HUNT15,TOT_HUNT16,TOT_HUNT17,TOT_HUNT18,TOT_HUNT19,TOT_HUNT20,TOT_HUNT21,TOT_HUNT22,TOT_HUNT23,TOT_HUNT24,TOT_HUNT25,TOT_HUNT26,TOT_HUNT27,TOT_HUNT28,TOT_HUNT29,TOT_HUNT30,TOT_HUNT31,TOT_HUNT32,TOT_HUNT33,TOT_HUNT34,TOT_HUNT35,TOT_HUNT36,TOT_HUNT37,TOT_HUNT38,TOT_HUNT39,TOT_HUNT40,TOT_HUNT41,TOT_HUNT42,TOT_HUNT43,TOT_HUNT44,TOT_HUNT45,ACC_AQ101,ACC_AQ102,ACC_AQ103,ACC_AQ104,ACC_AQ105,ACC_AQ106,ACC_AQ107,ACC_AQ108,ACC_AQ109,ACC_AQ110,ACC_AQ111,ACC_AQ112,ACC_AQ114,ACC_AQ115,ACC_AQ116,ACC_AQ117,ACC_AQ201,ACC_AQ202,ACC_AQ203,ACC_AQ204,ACC_AQ205,ACC_AQ301,ACC_AQ302,ACC_AQ304,ACC_AQ305,ACC_AQ306,ACC_AQ307,ACC_AQ308,ACC_AQ309,ACC_AQ310,ACC_AQ311,ACC_AQ312,ACC_AQ313,ACC_AQ314,ACC_AQ315,ACC_AQ316,ACC_AQ401,ACC_AQ402,ACC_AQ405,ACC_AQ406,ACC_AQ407,ACC_AQ410,ACC_AQ411,ACC_AQ412,ACC_AQ413,ACC_AQ414,ACC_AQ416,ACC_AQ417,ACC_AQ418,ACC_AQ419,ACC_AQ420,ACC_AQ501,ACC_AQ502,ACC_AQ503,ACC_AQ504,ACC_AQ505,ACC_AQ601,ACC_AQ606,ACC_AQ607,ACC_AQ608,ACC_AQ609,ACC_AQ610,ACC_AQ611,ACC_AQ999,CAT_AQ101,CAT_AQ102,CAT_AQ103,CAT_AQ104,CAT_AQ105,CAT_AQ106,CAT_AQ107,CAT_AQ108,CAT_AQ109,CAT_AQ110,CAT_AQ111,CAT_AQ112,CAT_AQ114,CAT_AQ115,CAT_AQ116,CAT_AQ117,CAT_AQ201,CAT_AQ202,CAT_AQ203,CAT_AQ204,CAT_AQ205,CAT_AQ301,CAT_AQ302,CAT_AQ304,CAT_AQ305,CAT_AQ306,CAT_AQ307,CAT_AQ308,CAT_AQ309,CAT_AQ310,CAT_AQ311,CAT_AQ312,CAT_AQ313,CAT_AQ314,CAT_AQ315,CAT_AQ316,CAT_AQ401,CAT_AQ402,CAT_AQ405,CAT_AQ406,CAT_AQ407,CAT_AQ410,CAT_AQ411,CAT_AQ412,CAT_AQ413,CAT_AQ414,CAT_AQ416,CAT_AQ417,CAT_AQ418,CAT_AQ419,CAT_AQ420,CAT_AQ501,CAT_AQ502,CAT_AQ503,CAT_AQ504,CAT_AQ505,CAT_AQ601,CAT_AQ606,CAT_AQ607,CAT_AQ608,CAT_AQ609,CAT_AQ610,CAT_AQ611,CAT_AQ999,TOT_AQ101,TOT_AQ102,TOT_AQ103,TOT_AQ104,TOT_AQ105,TOT_AQ106,TOT_AQ107,TOT_AQ108,TOT_AQ109,TOT_AQ110,TOT_AQ111,TOT_AQ112,TOT_AQ114,TOT_AQ115,TOT_AQ116,TOT_AQ117,TOT_AQ201,TOT_AQ202,TOT_AQ203,TOT_AQ204,TOT_AQ205,TOT_AQ301,TOT_AQ302,TOT_AQ304,TOT_AQ305,TOT_AQ306,TOT_AQ307,TOT_AQ308,TOT_AQ309,TOT_AQ310,TOT_AQ311,TOT_AQ312,TOT_AQ313,TOT_AQ314,TOT_AQ315,TOT_AQ316,TOT_AQ401,TOT_AQ402,TOT_AQ405,TOT_AQ406,TOT_AQ407,TOT_AQ410,TOT_AQ411,TOT_AQ412,TOT_AQ413,TOT_AQ414,TOT_AQ416,TOT_AQ417,TOT_AQ418,TOT_AQ419,TOT_AQ420,TOT_AQ501,TOT_AQ502,TOT_AQ503,TOT_AQ504,TOT_AQ505,TOT_AQ601,TOT_AQ606,TOT_AQ607,TOT_AQ608,TOT_AQ609,TOT_AQ610,TOT_AQ611,TOT_AQ999,CAT_ROCKTYPE_100,CAT_ROCKTYPE_200,CAT_ROCKTYPE_300,CAT_ROCKTYPE_400,CAT_ROCKTYPE_500,CAT_ROCKTYPE_600,CAT_ROCKTYPE_999,ACC_ROCKTYPE_100,ACC_ROCKTYPE_200,ACC_ROCKTYPE_300,ACC_ROCKTYPE_400,ACC_ROCKTYPE_500,ACC_ROCKTYPE_600,ACC_ROCKTYPE_999,TOT_ROCKTYPE_100,TOT_ROCKTYPE_200,TOT_ROCKTYPE_300,TOT_ROCKTYPE_400,TOT_ROCKTYPE_500,TOT_ROCKTYPE_600,TOT_ROCKTYPE_999,ACC_OLSON_K,ACC_OLSON_CAO,ACC_OLSON_FE,ACC_OLSON_MGO,ACC_OLSON_P,ACC_OLSON_S,ACC_OLSON_SI,ACC_OLSON_UCS,ACC_OLSON_PERM,CAT_OLSON_K,CAT_OLSON_CAO,CAT_OLSON_FE,CAT_OLSON_MGO,CAT_OLSON_P,CAT_OLSON_S,CAT_OLSON_SI,CAT_OLSON_UCS,CAT_OLSON_PERM,TOT_OLSON_K,TOT_OLSON_CAO,TOT_OLSON_FE,TOT_OLSON_MGO,TOT_OLSON_P,TOT_OLSON_S,TOT_OLSON_SI,TOT_OLSON_UCS,TOT_OLSON_PERM,ACC_SOLLER_11,ACC_SOLLER_12,ACC_SOLLER_101,ACC_SOLLER_211,ACC_SOLLER_221,ACC_SOLLER_311,ACC_SOLLER_312,ACC_SOLLER_321,ACC_SOLLER_322,ACC_SOLLER_331,ACC_SOLLER_410,ACC_SOLLER_411,ACC_SOLLER_412,ACC_SOLLER_420,ACC_SOLLER_421,ACC_SOLLER_422,ACC_SOLLER_430,ACC_SOLLER_431,ACC_SOLLER_450,ACC_SOLLER_451,ACC_SOLLER_452,ACC_SOLLER_511,ACC_SOLLER_521,ACC_SOLLER_610,ACC_SOLLER_611,ACC_SOLLER_620,ACC_SOLLER_630,ACC_SOLLER_640,ACC_SOLLER_701,ACC_SOLLER_702,ACC_SOLLER_810,ACC_SOLLER_811,ACC_SOLLER_812,ACC_SOLLER_820,ACC_SOLLER_821,ACC_SOLLER_822,ACC_SOLLER_910,ACC_SOLLER_920,ACC_SOLLER_921,ACC_SOLLER_930,ACC_SOLLER_940,ACC_SOLLER_941,ACC_SOLLER_950,ACC_SOLLER_960,ACC_SOLLER_961,ACC_SOLLER_970,ACC_SOLLER_971,ACC_SOLLER_980,ACC_SOLLER_985,ACC_SOLLER_999,CAT_SOLLER_11,CAT_SOLLER_12,CAT_SOLLER_101,CAT_SOLLER_211,CAT_SOLLER_221,CAT_SOLLER_311,CAT_SOLLER_312,CAT_SOLLER_321,CAT_SOLLER_322,CAT_SOLLER_331,CAT_SOLLER_410,CAT_SOLLER_411,CAT_SOLLER_412,CAT_SOLLER_420,CAT_SOLLER_421,CAT_SOLLER_422,CAT_SOLLER_430,CAT_SOLLER_431,CAT_SOLLER_450,CAT_SOLLER_451,CAT_SOLLER_452,CAT_SOLLER_511,CAT_SOLLER_521,CAT_SOLLER_610,CAT_SOLLER_611,CAT_SOLLER_620,CAT_SOLLER_630,CAT_SOLLER_640,CAT_SOLLER_701,CAT_SOLLER_702,CAT_SOLLER_810,CAT_SOLLER_811,CAT_SOLLER_812,CAT_SOLLER_820,CAT_SOLLER_821,CAT_SOLLER_822,CAT_SOLLER_910,CAT_SOLLER_920,CAT_SOLLER_921,CAT_SOLLER_930,CAT_SOLLER_940,CAT_SOLLER_941,CAT_SOLLER_950,CAT_SOLLER_960,CAT_SOLLER_961,CAT_SOLLER_970,CAT_SOLLER_971,CAT_SOLLER_980,CAT_SOLLER_985,CAT_SOLLER_999,TOT_SOLLER_11,TOT_SOLLER_12,TOT_SOLLER_101,TOT_SOLLER_211,TOT_SOLLER_221,TOT_SOLLER_311,TOT_SOLLER_312,TOT_SOLLER_321,TOT_SOLLER_322,TOT_SOLLER_331,TOT_SOLLER_410,TOT_SOLLER_411,TOT_SOLLER_412,TOT_SOLLER_420,TOT_SOLLER_421,TOT_SOLLER_422,TOT_SOLLER_430,TOT_SOLLER_431,TOT_SOLLER_450,TOT_SOLLER_451,TOT_SOLLER_452,TOT_SOLLER_511,TOT_SOLLER_521,TOT_SOLLER_610,TOT_SOLLER_611,TOT_SOLLER_620,TOT_SOLLER_630,TOT_SOLLER_640,TOT_SOLLER_701,TOT_SOLLER_702,TOT_SOLLER_810,TOT_SOLLER_811,TOT_SOLLER_812,TOT_SOLLER_820,TOT_SOLLER_821,TOT_SOLLER_822,TOT_SOLLER_910,TOT_SOLLER_920,TOT_SOLLER_921,TOT_SOLLER_930,TOT_SOLLER_940,TOT_SOLLER_941,TOT_SOLLER_950,TOT_SOLLER_960,TOT_SOLLER_961,TOT_SOLLER_970,TOT_SOLLER_971,TOT_SOLLER_980,TOT_SOLLER_985,TOT_SOLLER_999
3917070,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
3917072,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
3917082,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
3917084,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
